Tanggal,Jam,Pasut,WS2M,WD2M,datetime,Pasut_lag1,Pasut_lag2,Pasut_lag3,Pasut_lag6,WS2M_lag1,WS2M_lag2,WS2M_lag3,WD_rad,u,v,u_lag1,v_lag1,u_lag2,v_lag2,hour,hour_sin,hour_cos
8/1/2024,16:00,1.2,0.41,157.2,2024-08-01 16:00:00,1.6,2.0,2.2,2.0,0.29,0.25,0.21,2.743657584135086,-0.3779638921512851,0.15888139044536229,-0.25930472868341675,0.12985013547324323,-0.21247317324671594,0.13173894887416943,16,-0.8660254037844384,-0.5000000000000004
8/1/2024,17:00,0.8,0.51,161.6,2024-08-01 17:00:00,1.2,1.6,2.0,2.1,0.41,0.29,0.25,2.8204520712228365,-0.4839267659386932,0.1609810088430223,-0.3779638921512851,0.15888139044536229,-0.25930472868341675,0.12985013547324323,17,-0.9659258262890683,-0.25881904510252063
8/1/2024,18:00,0.4,0.55,165.2,2024-08-01 18:00:00,0.8,1.2,1.6,2.2,0.51,0.41,0.29,2.8832839242946324,-0.5317528637324527,0.14049516686468483,-0.4839267659386932,0.1609810088430223,-0.3779638921512851,0.15888139044536229,18,-1.0,-1.8369701987210297e-16
8/1/2024,19:00,0.2,0.57,164.7,2024-08-01 19:00:00,0.4,0.8,1.2,2.2,0.55,0.51,0.41,2.8745572780346604,-0.5497977285209448,0.15040763848026273,-0.5317528637324527,0.14049516686468483,-0.4839267659386932,0.1609810088430223,19,-0.9659258262890684,0.2588190451025203
8/1/2024,20:00,0.3,0.56,163.5,2024-08-01 20:00:00,0.2,0.4,0.8,2.0,0.57,0.55,0.51,2.853613327010729,-0.5369390515261881,0.15904859303419666,-0.5497977285209448,0.15040763848026273,-0.5317528637324527,0.14049516686468483,20,-0.8660254037844386,0.5000000000000001
8/1/2024,21:00,0.5,0.55,160.9,2024-08-01 21:00:00,0.3,0.2,0.4,1.6,0.56,0.57,0.55,2.8082347664588765,-0.5197219016866421,0.17996984443850708,-0.5369390515261881,0.15904859303419666,-0.5497977285209448,0.15040763848026273,21,-0.7071067811865477,0.7071067811865474
8/1/2024,22:00,1.0,0.55,156.3,2024-08-01 22:00:00,0.5,0.3,0.2,1.2,0.55,0.56,0.57,2.7279496208671374,-0.5036144263367587,0.22107127716077796,-0.5197219016866421,0.17996984443850708,-0.5369390515261881,0.15904859303419666,22,-0.5000000000000004,0.8660254037844384
8/1/2024,23:00,1.5,0.54,151.0,2024-08-01 23:00:00,1.0,0.5,0.3,0.8,0.55,0.55,0.56,2.6354471705114375,-0.47229464185527376,0.2617971949330221,-0.5036144263367587,0.22107127716077796,-0.5197219016866421,0.17996984443850708,23,-0.25881904510252157,0.9659258262890681
8/2/2024,0:00,2.0,0.54,147.2,2024-08-02 00:00:00,1.5,1.0,0.5,0.4,0.54,0.55,0.55,2.569124658935653,-0.4539059658876695,0.29252243355267954,-0.47229464185527376,0.2617971949330221,-0.5036144263367587,0.22107127716077796,0,0.0,1.0
8/2/2024,1:00,2.5,0.55,145.4,2024-08-02 01:00:00,2.0,1.5,1.0,0.2,0.54,0.54,0.55,2.5377087323997554,-0.4527250026939431,0.3123140597792056,-0.4539059658876695,0.29252243355267954,-0.47229464185527376,0.2617971949330221,1,0.25881904510252074,0.9659258262890683
8/2/2024,2:00,2.7,0.59,142.5,2024-08-02 02:00:00,2.5,2.0,1.5,0.3,0.55,0.54,0.54,2.4870941840919194,-0.4680784707718287,0.3591692431151453,-0.4527250026939431,0.3123140597792056,-0.4539059658876695,0.29252243355267954,2,0.49999999999999994,0.8660254037844387
8/2/2024,3:00,2.8,0.58,137.8,2024-08-02 03:00:00,2.7,2.5,2.0,0.5,0.59,0.55,0.54,2.405063709248186,-0.42966666584631497,0.38959794180733426,-0.4680784707718287,0.3591692431151453,-0.4527250026939431,0.3123140597792056,3,0.7071067811865475,0.7071067811865476
8/2/2024,4:00,2.7,0.57,133.6,2024-08-02 04:00:00,2.8,2.7,2.5,1.0,0.58,0.59,0.55,2.331759880664424,-0.39308313992933164,0.41277796101935654,-0.42966666584631497,0.38959794180733426,-0.4680784707718287,0.3591692431151453,4,0.8660254037844386,0.5000000000000001
8/2/2024,5:00,2.5,0.52,131.9,2024-08-02 05:00:00,2.7,2.8,2.7,1.5,0.57,0.58,0.59,2.302089283380521,-0.3472729288449444,0.38704200404020006,-0.39308313992933164,0.41277796101935654,-0.42966666584631497,0.38959794180733426,5,0.9659258262890683,0.25881904510252074
